SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
SO45445,1,2024-01-15,Stacy Dominguez,stacy13@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45440,1,2024-01-15,Daisy Romero,daisy5@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45441,1,2024-01-15,Jasmine Torres,jasmine32@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45434,1,2024-01-14,Nicholas Thompson,nicholas16@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45433,1,2024-01-14,Bradley Nara,bradley19@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45432,1,2024-01-14,Pamela Subram,pamela16@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45439,1,2024-01-14,Jaime Xie,jaime27@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO45435,1,2024-01-14,Jim Rodman,jim4@adventure-works.com,"Road-650 Black, 62",1,699.0982,55.9279
SO45438,1,2024-01-14,Paige Howard,paige35@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45436,1,2024-01-14,Joshua Taylor,joshua10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45437,1,2024-01-14,Lucas Blue,lucas85@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45431,1,2024-01-13,James Miller,james81@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45430,1,2024-01-13,Natalie Roberts,natalie47@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45429,1,2024-01-13,Justin Griffin,justin18@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45427,1,2024-01-13,Ivan Suri,ivan0@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45426,1,2024-01-13,Kari Smith,kari9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45425,1,2024-01-13,Jaime Suarez,jaime21@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45428,1,2024-01-13,Ian Richardson,ian76@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45423,1,2024-01-12,Beth Gill,beth16@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45424,1,2024-01-12,Alexa Rivera,alexa15@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45422,1,2024-01-12,Jared Moyer,jared16@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45417,1,2024-01-11,Cole Richardson,cole11@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45415,1,2024-01-11,Morgan Hall,morgan20@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45411,1,2024-01-11,Kayla Rodriguez,kayla19@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45416,1,2024-01-11,Jessica Perry,jessica32@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45413,1,2024-01-11,Kristi Perez,kristi39@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45410,1,2024-01-11,Donald Srini,donald10@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45412,1,2024-01-11,Chloe Sanders,chloe65@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45420,1,2024-01-11,Orlando Serrano,orlando16@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45419,1,2024-01-11,Alejandro Liu,alejandro6@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45421,1,2024-01-11,Mackenzie Hill,mackenzie33@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45418,1,2024-01-11,Kristopher Gonzalez,kristopher17@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45414,1,2024-01-11,Kelli Kumar,kelli30@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45409,1,2024-01-10,Marvin Sanz,marvin20@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45405,1,2024-01-10,Lucas Lewis,lucas35@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45403,1,2024-01-10,Caroline Washington,caroline14@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45401,1,2024-01-10,Julio Suarez,julio20@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45400,1,2024-01-10,Brett Garcia,brett14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45402,1,2024-01-10,Megan Stewart,megan27@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45404,1,2024-01-10,Natalie Adams,natalie58@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45407,1,2024-01-10,Thomas Adams,thomas51@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45408,1,2024-01-10,Victoria Diaz,victoria68@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45406,1,2024-01-10,Hunter Kumar,hunter23@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45398,1,2024-01-09,Lisa Zhu,lisa17@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45397,1,2024-01-09,Harold McDonald,harold11@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45399,1,2024-01-09,Kaitlyn Powell,kaitlyn75@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45395,1,2024-01-08,Lydia Gonzalez,lydia17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45396,1,2024-01-08,Suzanne Liu,suzanne5@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45394,1,2024-01-08,Jaclyn Andersen,jaclyn37@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45393,1,2024-01-08,Michele Lal,michele9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45389,1,2024-01-07,Trevor Bryant,trevor18@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45387,1,2024-01-07,Tiffany Li,tiffany3@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45392,1,2024-01-07,Randall Gomez,randall2@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45391,1,2024-01-07,Raymond Raman,raymond14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45390,1,2024-01-07,Randall Martin,randall1@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45388,1,2024-01-07,Isabel Bryant,isabel17@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45379,1,2024-01-06,Savannah Travers,savannah12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45378,1,2024-01-06,Katherine James,katherine20@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45384,1,2024-01-06,Chase Morris,chase19@adventure-works.com,"Road-650 Black, 44",1,699.0982,55.9279
SO45386,1,2024-01-06,Troy Subram,troy14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45381,1,2024-01-06,Jordan Long,jordan6@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45380,1,2024-01-06,Clarence Jai,clarence26@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45382,1,2024-01-06,Julia Wright,julia17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45377,1,2024-01-06,Dominique Lopez,dominique14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45383,1,2024-01-06,Kevin Edwards,kevin38@adventure-works.com,"Road-650 Black, 58",1,699.0982,55.9279
SO45385,1,2024-01-06,Maria Rogers,maria3@adventure-works.com,"Road-650 Black, 60",1,699.0982,55.9279
SO45371,1,2024-01-05,Jaime Alonso,jaime9@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45376,1,2024-01-05,Edgar Mehta,edgar15@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45375,1,2024-01-05,Allen Fernandez,allen14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45374,1,2024-01-05,Jordan Henderson,jordan1@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45372,1,2024-01-05,Jarred Gill,jarred1@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45373,1,2024-01-05,Richard Garcia,richard10@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45367,1,2024-01-04,Willie Liu,willie4@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45369,1,2024-01-04,Kathleen Navarro,kathleen12@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45370,1,2024-01-04,Shawn Shen,shawn4@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45366,1,2024-01-04,Frank Gomez,frank31@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45365,1,2024-01-04,Jacob Wilson,jacob7@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45368,1,2024-01-04,Trinity Cook,trinity18@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45364,1,2024-01-04,Claudia Li,claudia2@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45359,1,2024-01-03,Marshall Chavez,marshall35@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45363,1,2024-01-03,Patricia Saunders,patricia14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45362,1,2024-01-03,Kristopher Fernandez,kristopher14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45361,1,2024-01-03,Caitlin Richardson,caitlin7@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45358,1,2024-01-03,Alexandra Thomas,alexandra74@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45360,1,2024-01-03,Jonathan Gonzales,jonathan16@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45357,1,2024-01-03,Alfredo Dominguez,alfredo14@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45353,1,2024-01-02,Jack Zimmerman,jack24@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45355,1,2024-01-02,Maurice Sharma,maurice10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45354,1,2024-01-02,Armando Dominguez,armando13@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO45356,1,2024-01-02,Douglas Suri,douglas4@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45352,1,2024-01-02,Daisy Munoz,daisy3@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45351,1,2024-01-02,Seth Jackson,seth12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45347,1,2024-01-01,Clarence Raji,clarence35@adventure-works.com,"Road-650 Black, 52",1,699.0982,55.9279
SO45345,1,2024-01-01,Bonnie Yuan,bonnie12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45348,1,2024-01-01,Leah Guo,leah14@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45349,1,2024-01-01,Candice Sun,candice19@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45350,1,2024-01-01,Ruben Garcia,ruben16@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45346,1,2024-01-01,Dylan Harris,dylan43@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46119,1,2023-12-31,Tiffany Guo,tiffany18@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO46117,1,2023-12-31,Clayton Rai,clayton35@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO46118,1,2023-12-31,Carla Sullivan,carla15@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO46116,1,2023-12-31,Emma Taylor,emma8@adventure-works.com,"Road-650 Black, 58",1,699.0982,55.9279
SO46113,1,2023-12-31,Gabriel Green,gabriel45@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO46112,1,2023-12-31,Dennis Huang,dennis7@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46108,1,2023-12-31,Devin Henderson,devin43@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO46114,1,2023-12-31,Cedric Gao,cedric14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO46111,1,2023-12-31,Devin Perez,devin35@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO46115,1,2023-12-31,Mariah Ross,mariah8@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46109,1,2023-12-31,Sebastian Stewart,sebastian21@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46110,1,2023-12-31,Abigail Howard,abigail16@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO46018,1,2023-12-30,Seth Williams,seth2@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46013,1,2023-12-30,Brooke Richardson,brooke9@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO46010,1,2023-12-30,Jermaine Lopez,jermaine15@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO46011,1,2023-12-30,Deborah Goel,deborah21@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO46016,1,2023-12-30,Kurt Sharma,kurt9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46017,1,2023-12-30,Katelyn Parker,katelyn30@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO46022,1,2023-12-30,Kelsey Becker,kelsey19@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO46019,1,2023-12-30,Seth Turner,seth41@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO46020,1,2023-12-30,Raymond Arthur,raymond8@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO46021,1,2023-12-30,Jeffery Lu,jeffery12@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO46012,1,2023-12-30,Veronica Rana,veronica12@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO46015,1,2023-12-30,Joshua Rodriguez,joshua22@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO46014,1,2023-12-30,Kaitlyn Long,kaitlyn76@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO46001,1,2023-12-29,Olivia Foster,olivia61@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45999,1,2023-12-29,Brianna Martin,brianna13@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO46006,1,2023-12-29,Cesar Chandra,cesar2@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO46007,1,2023-12-29,Wendy Carlson,wendy17@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46009,1,2023-12-29,Roy Sanz,roy40@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO46008,1,2023-12-29,Rachael Sai,rachael5@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO46000,1,2023-12-29,Haley Henderson,haley24@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO46003,1,2023-12-29,Christian Ross,christian18@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO46002,1,2023-12-29,Jessie Alonso,jessie6@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO46004,1,2023-12-29,Alyssa Morgan,alyssa30@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO46005,1,2023-12-29,Miguel Lee,miguel22@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45997,1,2023-12-28,Charles Reed,charles68@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45996,1,2023-12-28,Tyler Brown,tyler9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45994,1,2023-12-28,Emma Sanchez,emma25@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45993,1,2023-12-28,Ian Long,ian50@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45992,1,2023-12-28,Pedro Sara,pedro10@adventure-works.com,"Road-650 Black, 60",1,699.0982,55.9279
SO45998,1,2023-12-28,Carly Anand,carly20@adventure-works.com,"Road-650 Black, 52",1,699.0982,55.9279
SO45995,1,2023-12-28,Aidan Diaz,aidan23@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45990,1,2023-12-27,Heather Zheng,heather18@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45989,1,2023-12-27,Clarence Gao,clarence8@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45988,1,2023-12-27,Devin Martinez,devin16@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45985,1,2023-12-27,Elizabeth Weisman,elizabeth6@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45984,1,2023-12-27,Caroline Butler,caroline15@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45986,1,2023-12-27,Chase Kelly,chase3@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45991,1,2023-12-27,Audrey Ramos,audrey19@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45987,1,2023-12-27,Jason Mitchell,jason40@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45983,1,2023-12-27,Isabella Ward,isabella2@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45981,1,2023-12-26,Marvin Moreno,marvin7@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45982,1,2023-12-26,Kristine Gill,kristine14@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45979,1,2023-12-26,Nichole Tang,nichole4@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45980,1,2023-12-26,Clayton Andersen,clayton31@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45972,1,2023-12-25,Heidi Sara,heidi12@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45977,1,2023-12-25,Shawn Chander,shawn17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45976,1,2023-12-25,Jill Ortega,jill30@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45973,1,2023-12-25,Gavin Diaz,gavin20@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45978,1,2023-12-25,Latasha Munoz,latasha7@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45971,1,2023-12-25,Carla Raman,carla14@adventure-works.com,"Mountain-100 Silver, 42",1,3399.99,271.9992
SO45975,1,2023-12-25,Robert Davis,robert64@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45974,1,2023-12-25,Zachary Thompson,zachary46@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45970,1,2023-12-24,Antonio Patterson,antonio10@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45968,1,2023-12-24,Fernando Flores,fernando55@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45969,1,2023-12-24,Jay Madan,jay14@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45967,1,2023-12-24,Roger Sharma,roger37@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO45965,1,2023-12-23,Colin Shan,colin33@adventure-works.com,"Road-650 Red, 58",1,699.0982,55.9279
SO45964,1,2023-12-23,Ioannis Xylaras,ioannis0@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45962,1,2023-12-23,Louis Zhang,louis38@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45963,1,2023-12-23,Anna Watson,anna22@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45957,1,2023-12-23,Juan Gray,juan16@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45958,1,2023-12-23,Daniel Garcia,daniel8@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45959,1,2023-12-23,Faith Patterson,faith9@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45966,1,2023-12-23,Brandy Saunders,brandy6@adventure-works.com,"Mountain-100 Silver, 42",1,3399.99,271.9992
SO45960,1,2023-12-23,Jessica Brown,jessica51@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45961,1,2023-12-23,Hannah Wood,hannah25@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45954,1,2023-12-22,Antonio Washington,antonio13@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45956,1,2023-12-22,Janet Browning,janet21@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45953,1,2023-12-22,Megan Anderson,megan13@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45955,1,2023-12-22,Ethan Foster,ethan12@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45950,1,2023-12-21,George Fernandez,george22@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45949,1,2023-12-21,Tanya Jimenez,tanya1@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45948,1,2023-12-21,Andrea Richardson,andrea10@adventure-works.com,"Road-650 Black, 52",1,699.0982,55.9279
SO45951,1,2023-12-21,Rachael Rodriguez,rachael18@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45952,1,2023-12-21,Randy Xu,randy14@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45938,1,2023-12-20,Ariana Sanchez,ariana22@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45946,1,2023-12-20,Meagan Rana,meagan11@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45947,1,2023-12-20,Dawn Huang,dawn7@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45939,1,2023-12-20,Elizabeth Garcia,elizabeth20@adventure-works.com,"Road-650 Black, 60",1,699.0982,55.9279
SO45937,1,2023-12-20,Miguel Baker,miguel33@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45943,1,2023-12-20,Kaylee Sanders,kaylee2@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45944,1,2023-12-20,Sharon Rai,sharon23@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45940,1,2023-12-20,Dawn Raji,dawn45@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45941,1,2023-12-20,Marshall Yuan,marshall28@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45942,1,2023-12-20,Colleen Harrison,colleen19@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45945,1,2023-12-20,Orlando Gutierrez,orlando10@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45935,1,2023-12-19,Franklin Xu,franklin11@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO45933,1,2023-12-19,Sarah Jackson,sarah14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45934,1,2023-12-19,Angel Baker,angel30@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45936,1,2023-12-19,Fernando King,fernando25@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45928,1,2023-12-18,Mary Patterson,mary40@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45929,1,2023-12-18,Aimee She,aimee17@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45927,1,2023-12-18,Isabel Jenkins,isabel7@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45926,1,2023-12-18,Benjamin Coleman,benjamin7@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45931,1,2023-12-18,Tasha Kumar,tasha8@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45932,1,2023-12-18,Scott Rodgers,scott10@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45930,1,2023-12-18,Jaclyn Huang,jaclyn6@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45920,1,2023-12-17,Morgan Rodriguez,morgan41@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45922,1,2023-12-17,Jose Thompson,jose77@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45921,1,2023-12-17,Brendan Chande,brendan13@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45919,1,2023-12-17,Jessica Alexander,jessica43@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45923,1,2023-12-17,Abigail Brooks,abigail22@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45925,1,2023-12-17,George Gonzalez,george25@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45918,1,2023-12-17,Tamara Chander,tamara27@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45917,1,2023-12-17,Deanna Ramos,deanna44@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45924,1,2023-12-17,Stacy Martin,stacy1@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45916,1,2023-12-16,Sharon Salavaria,sharon4@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45914,1,2023-12-16,Virginia Gonzalez,virginia21@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45915,1,2023-12-16,Jaclyn Nara,jaclyn40@adventure-works.com,"Mountain-100 Silver, 48",1,3399.99,271.9992
SO45911,1,2023-12-16,Devin Coleman,devin44@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45910,1,2023-12-16,Miranda Long,miranda9@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45912,1,2023-12-16,Vanessa Washington,vanessa14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45913,1,2023-12-16,Olivia Torres,olivia39@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45904,1,2023-12-15,Cesar Mehta,cesar13@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45907,1,2023-12-15,Trisha Liu,trisha22@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45906,1,2023-12-15,Ernest Zhu,ernest14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45905,1,2023-12-15,Rafael She,rafael23@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45902,1,2023-12-15,Faith Simmons,faith14@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45903,1,2023-12-15,Levi Subram,levi12@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45898,1,2023-12-15,Cameron White,cameron31@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45901,1,2023-12-15,Janet Dominguez,janet18@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45899,1,2023-12-15,Morgan Miller,morgan29@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45900,1,2023-12-15,Haley Alexander,haley38@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
